weather_severity,rain_intensity,visibility,wind_severity,night_indicator,road_disruption,historical_incident_density,distance_to_emergency_service,nearby_service_density,tourist_area_indicator,area_activity_level,route_condition,time_of_day,risk_score
23.87,6.07,7.69,49.23,0.0,12.43,0.576,3.4,10.0,1.0,4.03,83.06,4.0,16.8
20.62,5.57,6.76,8.58,0.0,2.15,0.292,1.85,1.93,0.0,7.42,42.17,4.0,12.7
39.46,0.0,8.92,51.37,1.0,3.03,2.963,7.73,3.53,1.0,7.29,64.68,2.0,57.7
28.43,6.06,8.89,14.19,0.0,11.06,2.231,7.39,3.95,1.0,7.26,53.33,2.0,30.9
36.85,0.0,9.64,9.65,0.0,9.74,1.161,3.15,0.58,1.0,9.62,58.72,2.0,33.4
14.08,0.0,9.91,4.3,1.0,92.0,0.63,8.31,2.86,0.0,4.08,97.66,2.0,43.1
41.52,0.0,9.68,15.94,1.0,50.92,0.632,7.05,3.66,0.0,3.87,76.17,2.0,45.0
36.19,0.0,6.53,20.02,1.0,69.26,1.36,7.86,4.15,1.0,6.18,57.75,2.0,52.5
29.98,9.99,8.73,15.26,0.0,81.88,1.731,6.77,3.23,0.0,4.38,51.51,2.0,37.9
18.55,5.3,6.9,29.73,1.0,77.86,1.562,3.32,7.53,0.0,2.5,32.76,2.0,58.6
52.49,4.71,1.84,26.36,0.0,84.85,3.737,16.86,5.7,0.0,5.77,36.78,4.0,72.6
40.76,7.69,5.93,16.87,1.0,15.43,0.434,8.77,7.03,0.0,4.29,79.41,2.0,48.5
32.28,6.87,6.1,18.2,0.0,18.28,0.837,2.85,4.26,1.0,6.61,63.28,2.0,28.8
9.02,0.0,9.21,8.18,0.0,9.54,0.113,10.57,6.48,1.0,6.66,59.99,4.0,15.6
30.94,0.0,9.75,21.52,0.0,2.37,0.62,12.98,5.43,0.0,6.61,26.27,4.0,26.8
31.51,0.0,8.44,11.75,0.0,16.78,1.303,11.82,6.66,0.0,5.62,63.49,4.0,28.9
18.18,2.54,12.17,18.53,0.0,2.36,0.852,6.89,2.68,0.0,5.94,100.0,8.0,9.6
19.82,0.0,7.36,12.45,0.0,6.67,0.72,5.74,7.6,0.0,4.66,80.23,4.0,12.6
44.41,3.77,3.24,16.83,0.0,15.68,2.427,5.44,5.41,0.0,5.98,59.09,2.0,44.7
26.66,18.3,6.56,31.2,0.0,4.2,0.393,8.83,5.08,0.0,8.94,72.47,8.0,35.4
13.49,0.0,7.51,37.88,0.0,4.26,0.585,14.64,8.05,1.0,9.36,57.33,4.0,24.4
25.3,9.36,4.95,16.87,0.0,16.56,0.929,14.96,4.38,1.0,5.12,100.0,2.0,27.6
10.2,4.86,7.52,8.87,0.0,34.66,0.28,1.9,4.2,0.0,7.28,81.41,8.0,21.2
23.36,0.0,6.73,12.31,0.0,10.2,1.092,3.85,7.9,1.0,7.92,73.25,2.0,31.1
75.24,3.35,4.97,25.22,1.0,5.24,1.031,1.41,4.14,0.0,5.05,57.16,2.0,52.9
28.76,9.66,10.02,22.41,0.0,7.3,0.876,8.57,4.55,1.0,8.63,81.66,8.0,26.2
35.71,0.0,8.18,20.97,0.0,15.65,0.749,16.85,1.67,0.0,6.33,75.53,8.0,32.0
28.11,0.0,7.63,16.65,0.0,17.23,1.244,5.11,2.98,1.0,7.41,77.13,8.0,27.3
11.61,0.0,11.85,21.69,1.0,9.39,0.591,11.34,7.22,0.0,4.29,78.67,2.0,28.5
27.58,0.0,7.58,9.55,0.0,71.51,0.32,0.97,5.54,0.0,3.51,57.62,2.0,26.7
25.31,0.0,5.78,6.8,1.0,89.45,0.551,7.82,2.6,0.0,6.67,27.12,2.0,52.3
52.14,3.38,4.38,19.19,1.0,5.67,1.839,6.53,3.7,1.0,7.7,71.56,2.0,51.5
19.71,0.0,8.25,21.15,0.0,15.13,0.625,11.89,2.94,1.0,6.48,58.44,2.0,30.0
46.73,13.73,2.67,22.02,1.0,18.92,1.468,1.8,5.79,1.0,6.96,42.79,2.0,54.9
16.49,0.0,6.16,11.98,0.0,3.43,1.403,7.08,6.02,0.0,4.26,37.46,4.0,20.7
34.63,0.0,7.2,44.28,1.0,7.34,2.787,19.96,3.66,0.0,2.97,64.82,2.0,52.3
10.78,4.06,10.45,29.37,0.0,50.82,0.54,3.02,2.67,1.0,9.47,39.58,4.0,27.0
36.8,0.0,10.48,26.89,0.0,2.2,0.98,2.64,1.31,0.0,5.27,38.45,2.0,27.9
16.53,0.0,9.82,11.54,0.0,38.56,0.518,12.66,8.18,0.0,1.22,80.27,4.0,17.3
6.37,0.94,8.69,63.98,0.0,5.59,1.832,13.81,4.39,0.0,6.52,89.31,8.0,28.6
14.94,0.0,7.41,6.67,1.0,5.22,0.492,9.98,6.22,1.0,7.62,83.16,2.0,33.9
34.3,0.0,8.75,30.81,1.0,7.89,2.787,27.9,2.66,1.0,8.12,89.67,2.0,54.7
28.46,0.0,11.71,30.67,0.0,13.82,1.383,6.71,4.19,0.0,7.15,45.06,8.0,34.6
7.13,0.0,9.07,7.52,1.0,77.25,1.227,10.15,2.45,0.0,4.7,55.16,2.0,39.1
33.78,7.69,6.14,36.17,0.0,10.62,0.954,9.68,6.4,0.0,5.3,68.29,2.0,27.7
26.28,5.76,7.2,9.23,0.0,16.13,0.687,4.88,6.69,0.0,2.36,73.84,2.0,10.5
15.51,0.0,8.0,17.2,0.0,1.43,0.235,3.95,6.77,0.0,3.95,70.89,2.0,10.2
19.42,0.0,9.52,26.09,1.0,30.67,1.783,6.16,3.23,0.0,6.88,35.63,2.0,50.7
29.5,0.0,6.59,20.15,0.0,10.56,0.705,4.16,5.22,1.0,6.93,57.23,2.0,18.5
25.65,0.0,9.04,7.99,1.0,5.49,1.137,6.87,2.32,1.0,6.25,70.65,2.0,28.9
17.83,0.0,9.6,25.35,0.0,18.81,0.491,11.58,5.27,0.0,5.54,59.42,4.0,17.2
20.13,13.17,7.5,31.74,0.0,78.16,0.67,2.06,6.7,1.0,5.2,70.26,4.0,36.2
13.22,0.0,6.43,14.49,1.0,6.58,0.758,2.42,4.13,1.0,5.89,76.98,2.0,33.7
18.31,0.0,8.15,15.16,0.0,0.11,1.423,5.14,4.66,1.0,8.59,100.0,2.0,15.2
8.09,0.0,7.7,7.24,0.0,0.11,0.917,5.93,2.89,1.0,3.58,79.76,2.0,14.8
7.4,0.0,8.63,11.89,0.0,1.36,2.666,3.1,3.16,1.0,5.97,91.09,4.0,17.6
15.93,0.0,7.19,21.37,0.0,64.56,0.93,10.03,3.19,1.0,7.22,46.29,2.0,34.4
36.09,0.0,10.4,11.41,0.0,6.67,1.112,2.75,3.42,1.0,7.8,95.55,8.0,20.3
25.4,0.0,8.61,37.48,1.0,8.46,1.041,1.45,7.11,0.0,3.31,91.86,2.0,32.7
35.69,0.0,4.69,16.0,0.0,7.32,0.967,8.06,3.42,0.0,6.0,64.51,4.0,23.6
27.04,0.0,5.53,18.15,0.0,1.5,2.652,9.16,4.95,0.0,5.09,62.29,4.0,33.5
32.82,0.0,10.42,14.05,0.0,12.12,0.343,8.14,6.78,0.0,7.49,62.85,2.0,16.3
15.9,0.0,8.16,21.36,0.0,6.57,1.822,2.25,5.67,0.0,6.3,40.9,4.0,27.1
15.4,0.0,7.76,34.96,0.0,10.72,0.652,1.25,10.0,1.0,6.52,51.84,8.0,16.0
24.42,0.0,10.52,10.25,1.0,16.02,0.374,21.06,6.49,0.0,7.2,76.42,2.0,25.4
35.16,0.0,7.64,24.26,0.0,18.21,1.732,8.47,4.29,0.0,5.08,89.2,2.0,28.5
13.87,0.0,6.19,8.29,1.0,17.46,0.816,18.44,1.85,0.0,5.84,82.59,2.0,34.0
19.61,0.0,6.16,21.93,0.0,7.32,0.618,3.67,7.61,0.0,3.88,51.08,4.0,18.3
17.8,0.0,9.72,14.27,1.0,3.53,1.013,16.13,4.0,1.0,5.15,91.24,2.0,34.6
67.58,5.33,10.39,37.14,0.0,11.19,1.141,16.42,3.25,0.0,1.99,86.09,2.0,19.0
29.43,5.36,9.15,19.62,1.0,91.54,1.312,11.28,2.94,0.0,3.91,61.07,2.0,49.0
27.69,0.0,7.41,52.17,1.0,50.65,0.95,5.51,2.52,0.0,5.0,85.3,2.0,48.4
17.73,13.85,6.35,10.33,0.0,9.13,0.717,3.12,4.48,1.0,5.81,100.0,4.0,25.0
1.01,0.0,9.07,2.36,1.0,60.57,0.867,9.27,3.85,1.0,7.51,57.25,2.0,39.6
42.26,0.0,3.69,15.97,0.0,3.71,0.642,2.5,5.42,0.0,4.64,62.76,2.0,21.7
9.86,29.97,5.16,7.96,0.0,0.51,1.299,4.29,9.86,0.0,5.01,60.03,2.0,35.1
21.1,0.0,9.54,13.95,1.0,18.27,0.916,8.08,5.13,0.0,7.4,60.42,2.0,36.6
9.51,0.0,12.26,8.95,0.0,18.99,2.099,17.21,8.83,0.0,7.92,82.46,8.0,27.2
44.18,4.12,9.36,22.44,0.0,14.53,1.542,17.21,4.29,0.0,2.06,40.9,4.0,30.0
38.04,0.0,11.72,10.62,0.0,6.75,1.458,16.24,4.49,0.0,2.76,41.9,8.0,25.0
7.17,15.01,10.34,8.33,1.0,1.68,1.336,17.71,0.0,0.0,5.34,77.21,2.0,43.0
13.39,0.0,11.39,9.82,1.0,0.7,2.042,5.08,7.67,0.0,4.23,66.86,2.0,31.1
26.58,0.0,8.26,24.85,0.0,0.49,1.033,4.05,3.09,1.0,4.04,89.46,8.0,21.7
2.25,0.0,9.62,4.09,0.0,5.87,0.132,1.17,6.7,1.0,7.77,44.33,8.0,12.7
3.18,0.0,5.56,4.13,0.0,5.39,1.162,10.3,0.0,0.0,2.8,61.16,2.0,26.8
18.38,0.0,8.71,14.22,1.0,5.16,0.958,4.61,3.47,0.0,6.32,65.3,2.0,31.5
41.5,0.0,8.89,29.53,0.0,67.41,0.831,5.15,5.26,0.0,6.93,72.81,4.0,34.3
16.92,0.0,7.93,4.29,0.0,59.89,0.404,4.9,4.51,0.0,7.27,58.47,4.0,24.3
42.88,3.65,4.19,28.22,1.0,2.36,0.646,6.16,3.13,0.0,3.57,54.32,2.0,38.8
28.26,0.0,11.32,22.38,0.0,8.09,1.181,7.36,5.41,0.0,5.05,76.1,4.0,16.8
19.38,0.0,9.23,13.63,0.0,15.59,0.701,7.99,6.62,0.0,7.22,67.77,2.0,17.6
40.33,0.0,11.23,21.1,0.0,9.45,1.129,4.25,1.79,0.0,0.81,59.28,8.0,24.3
13.02,3.98,9.62,25.57,0.0,13.32,0.397,1.31,6.07,1.0,4.75,45.29,8.0,19.1
36.11,0.0,10.65,14.48,0.0,70.19,2.136,6.77,7.35,1.0,8.07,76.34,4.0,43.6
48.07,0.0,9.88,13.88,1.0,3.06,0.676,16.95,7.13,0.0,8.04,63.78,2.0,36.2
18.08,0.0,7.1,19.91,0.0,14.82,1.159,7.53,5.03,0.0,0.1,67.64,2.0,27.0
5.6,0.0,7.81,15.7,1.0,2.41,0.989,10.73,4.32,0.0,2.69,79.93,2.0,27.1
1.73,0.0,8.09,0.97,0.0,14.26,1.042,4.41,6.38,0.0,4.31,50.31,2.0,11.5
16.51,0.0,6.57,36.29,0.0,18.47,0.264,15.58,4.61,0.0,5.23,78.62,4.0,26.9
19.09,0.0,11.96,18.28,0.0,2.32,1.919,4.89,7.73,0.0,8.79,82.81,2.0,19.5
23.9,0.0,8.37,9.77,0.0,2.53,0.915,4.65,10.0,1.0,8.97,56.72,4.0,22.7
28.49,0.0,9.06,21.62,0.0,84.72,0.598,8.89,2.4,0.0,5.91,49.25,2.0,29.2
23.05,0.0,5.65,18.61,0.0,41.71,1.654,11.76,5.75,1.0,4.17,48.69,8.0,30.0
14.23,0.0,10.21,9.84,1.0,9.74,1.041,5.13,4.8,0.0,5.01,63.35,2.0,21.7
10.98,0.0,7.85,13.65,0.0,3.01,0.884,8.49,0.58,1.0,8.65,79.59,2.0,14.3
8.27,0.0,11.27,13.05,1.0,12.77,1.468,29.37,5.86,0.0,2.76,44.51,2.0,34.5
30.18,13.43,5.11,17.42,0.0,10.53,0.315,7.17,4.69,1.0,6.18,68.42,8.0,33.5
39.28,0.0,10.49,18.91,0.0,7.78,0.626,2.68,6.82,0.0,4.71,73.0,4.0,16.3
11.13,0.0,10.55,15.75,0.0,14.62,1.897,2.53,6.97,0.0,3.65,76.43,8.0,18.8
36.31,0.0,6.98,20.38,0.0,4.78,0.622,13.04,5.37,0.0,6.43,47.01,2.0,18.4
18.85,1.93,11.04,10.2,0.0,15.56,1.169,2.79,7.05,0.0,6.74,57.31,8.0,24.6
31.47,0.0,10.35,10.83,1.0,12.99,1.35,6.13,2.25,1.0,5.33,66.56,2.0,42.9
45.67,0.0,8.61,22.27,0.0,60.15,1.273,3.17,4.85,0.0,2.89,46.49,2.0,25.1
25.22,0.0,6.26,23.7,0.0,8.54,1.264,2.55,7.57,1.0,6.86,40.0,4.0,25.2
9.83,0.0,10.31,12.93,0.0,10.36,0.551,14.49,6.85,1.0,7.7,89.23,4.0,12.1
8.31,0.0,8.88,7.47,0.0,9.57,0.816,0.92,4.62,0.0,8.78,62.44,2.0,20.0
25.46,0.0,8.33,7.38,0.0,9.37,0.817,15.16,5.94,1.0,7.04,63.67,4.0,22.7
12.7,0.0,8.77,36.13,1.0,78.55,0.687,5.75,3.22,0.0,4.26,58.72,2.0,43.4
43.26,0.0,7.64,24.62,0.0,10.82,0.702,7.12,8.39,1.0,5.44,91.11,8.0,23.1
17.08,0.0,6.76,17.21,0.0,4.49,1.075,9.36,7.06,0.0,5.35,85.49,8.0,20.1
27.63,25.25,2.11,13.24,0.0,68.21,1.71,4.48,5.27,0.0,4.47,65.57,2.0,51.2
29.97,0.0,4.66,8.57,0.0,5.84,0.554,5.68,5.85,0.0,6.56,36.54,8.0,19.4
56.53,7.43,7.01,19.15,1.0,66.04,1.382,8.76,6.04,0.0,5.42,90.77,2.0,52.6
16.06,0.0,3.67,33.1,1.0,19.89,0.693,20.51,6.36,1.0,6.81,66.91,2.0,57.1
27.16,3.58,9.21,9.03,0.0,12.66,1.355,8.27,4.39,0.0,3.13,32.25,2.0,21.1
30.85,0.0,9.09,8.47,0.0,74.71,0.561,17.45,6.49,0.0,5.87,74.83,2.0,32.2
21.03,0.0,7.76,37.87,0.0,66.6,0.251,9.49,9.34,0.0,4.69,42.02,8.0,30.5
17.94,0.0,10.51,8.35,0.0,8.29,1.193,17.36,6.93,0.0,6.37,55.48,8.0,22.7
11.64,0.0,8.13,10.82,0.0,15.46,0.606,1.72,4.27,1.0,4.13,52.7,2.0,12.8
36.24,6.51,7.97,22.18,0.0,15.26,0.531,3.2,4.25,0.0,5.61,22.07,2.0,28.4
37.74,16.6,1.96,50.21,0.0,11.26,0.539,5.83,5.5,0.0,6.53,61.46,2.0,37.5
33.58,4.34,2.99,36.95,1.0,85.15,1.041,5.32,8.33,0.0,5.09,74.7,2.0,56.4
53.14,0.0,6.94,22.15,0.0,34.62,1.08,8.27,5.99,1.0,8.67,63.94,8.0,39.2
30.54,0.0,8.93,12.99,0.0,15.93,0.573,4.22,1.06,1.0,7.83,57.8,2.0,19.7
11.93,0.0,10.54,5.62,0.0,16.03,0.684,6.93,2.78,0.0,3.77,55.66,8.0,18.3
22.63,0.0,7.97,19.64,0.0,32.88,1.391,5.25,2.8,1.0,4.69,57.77,2.0,30.1
8.94,0.0,9.23,12.77,0.0,48.79,1.147,7.27,6.41,1.0,8.97,40.49,2.0,26.6
17.41,0.0,10.05,5.31,0.0,14.7,0.27,3.98,2.24,0.0,3.86,75.43,4.0,7.3
47.6,0.0,7.32,19.76,0.0,16.68,1.47,6.95,7.37,1.0,6.75,82.16,8.0,32.0
34.6,0.0,9.14,19.43,0.0,10.63,0.508,7.07,8.73,0.0,3.94,84.18,2.0,16.1
12.02,0.0,6.38,18.07,0.0,14.16,1.876,3.11,6.92,1.0,9.12,80.19,4.0,27.2
59.39,14.54,2.16,18.11,1.0,81.51,1.252,1.27,0.51,1.0,2.46,66.17,2.0,70.4
9.91,0.0,7.63,13.54,0.0,39.58,0.516,11.25,3.15,0.0,6.78,58.35,4.0,20.0
26.9,0.0,9.74,9.26,0.0,15.62,1.87,18.11,4.43,1.0,5.93,77.66,2.0,22.5
40.39,17.24,4.3,23.25,0.0,9.03,2.13,4.78,3.82,0.0,9.22,73.91,4.0,40.6
41.41,4.4,8.53,17.97,1.0,19.28,1.644,12.14,2.98,0.0,6.83,38.74,2.0,52.5
10.62,0.0,6.63,45.79,0.0,93.99,0.532,6.61,3.24,1.0,5.39,45.95,4.0,35.3
12.81,0.0,7.45,7.22,1.0,37.04,0.442,10.05,5.2,0.0,8.12,71.98,2.0,40.6
17.14,0.0,8.97,10.2,0.0,2.74,3.158,11.66,3.86,0.0,3.72,74.8,8.0,27.5
19.03,0.0,7.09,5.81,0.0,34.89,1.038,13.66,4.31,1.0,8.18,53.27,4.0,35.0
39.77,0.0,6.81,19.18,0.0,54.28,0.658,6.94,6.57,1.0,7.9,56.67,8.0,36.8
15.66,7.87,2.37,10.64,0.0,41.32,0.786,2.31,0.0,1.0,10.0,57.48,4.0,39.5
22.26,0.0,10.01,15.68,0.0,13.11,0.751,5.42,1.45,0.0,3.11,68.59,2.0,13.7
13.05,0.0,8.37,12.04,0.0,12.13,0.722,11.81,3.93,1.0,2.22,85.86,2.0,16.9
30.76,13.11,4.61,51.42,0.0,16.73,0.381,6.84,4.09,0.0,2.66,97.62,4.0,28.1
21.31,0.0,12.03,19.55,0.0,17.0,0.604,1.04,3.65,1.0,7.02,74.82,8.0,18.2
22.07,2.29,6.49,23.9,0.0,5.85,1.165,14.77,5.03,1.0,4.88,29.99,4.0,30.6
50.69,4.24,5.94,23.07,1.0,62.03,0.586,4.42,4.17,0.0,2.2,42.66,2.0,53.2
4.93,0.0,6.93,13.14,0.0,18.81,0.542,2.66,8.33,0.0,4.33,65.82,8.0,12.0
11.74,0.0,10.86,12.98,1.0,6.41,2.024,1.54,2.73,0.0,6.87,92.08,2.0,33.9
28.74,0.0,11.01,17.4,1.0,7.16,1.184,19.58,5.21,0.0,0.0,94.89,2.0,23.9
15.46,6.42,10.43,9.22,0.0,3.06,0.798,6.92,4.42,1.0,7.35,92.04,4.0,12.2
20.73,0.0,11.03,23.19,0.0,19.92,0.548,5.89,4.87,0.0,5.34,57.11,4.0,22.9
31.62,0.0,6.86,53.7,0.0,19.07,0.752,7.7,4.28,0.0,6.59,62.68,4.0,26.3
38.0,0.0,11.2,19.88,1.0,34.21,1.238,4.36,6.93,0.0,2.9,82.56,2.0,39.9
20.24,8.72,6.96,8.54,0.0,0.48,0.426,0.65,5.82,0.0,8.45,28.23,8.0,25.3
34.54,1.12,4.74,30.13,0.0,10.26,2.026,15.62,2.52,1.0,7.37,56.76,4.0,46.0
16.33,0.0,7.66,36.51,0.0,17.46,1.344,2.7,7.69,0.0,5.83,95.18,4.0,19.9
23.75,3.9,8.47,11.63,0.0,1.78,0.94,11.15,6.11,0.0,3.95,76.7,8.0,22.7
26.08,0.0,6.93,9.15,0.0,8.41,1.518,2.29,4.22,0.0,7.25,67.01,2.0,16.8
30.19,15.92,6.48,24.02,1.0,1.86,2.607,11.19,6.7,0.0,9.92,74.02,2.0,57.6
23.5,0.0,9.37,16.56,0.0,61.52,0.321,0.43,3.61,1.0,6.36,97.72,2.0,23.6
3.83,0.0,9.71,16.2,1.0,12.69,0.52,7.51,5.41,0.0,5.52,75.24,2.0,34.3
34.61,0.0,9.27,18.33,1.0,12.4,0.652,17.76,2.54,0.0,6.22,85.41,2.0,36.5
62.62,0.0,6.76,23.52,1.0,6.34,0.674,8.38,6.7,0.0,7.84,88.63,2.0,35.2
37.42,7.38,5.54,13.12,0.0,79.9,0.476,1.92,5.82,0.0,7.03,100.0,4.0,38.1
11.04,0.0,5.73,16.38,0.0,15.14,1.315,6.59,4.99,0.0,6.04,67.53,8.0,28.8
44.55,0.0,7.49,13.3,0.0,1.78,1.142,0.54,6.17,0.0,6.18,77.95,4.0,12.2
34.99,0.0,6.88,26.69,0.0,13.94,2.532,3.76,1.6,0.0,6.78,81.07,8.0,35.3
40.97,0.0,7.53,27.23,0.0,92.73,1.168,16.84,6.79,0.0,7.05,38.95,8.0,42.4
18.46,0.0,4.31,17.79,0.0,8.34,1.237,8.0,3.31,0.0,7.12,100.0,8.0,25.6
49.41,0.0,4.48,38.28,0.0,12.67,3.095,7.58,8.74,0.0,3.9,63.25,2.0,40.8
29.02,2.85,8.81,14.46,0.0,0.35,1.643,15.59,4.9,1.0,10.0,53.79,4.0,25.8
34.05,2.49,4.41,15.48,0.0,10.63,0.555,4.35,2.18,0.0,5.65,73.17,8.0,34.7
13.0,0.0,8.23,9.71,0.0,11.35,1.042,5.29,9.95,0.0,6.12,44.74,4.0,12.9
20.8,0.0,6.71,16.34,0.0,2.24,1.135,4.18,6.5,1.0,8.97,63.29,2.0,18.2
49.83,0.0,5.72,20.97,1.0,2.34,1.211,3.2,2.72,0.0,6.19,76.8,2.0,37.0
48.58,0.0,7.71,18.39,0.0,7.7,0.908,3.81,5.58,0.0,6.9,38.59,4.0,28.0
31.95,0.0,8.1,14.77,0.0,18.44,2.951,9.77,7.23,0.0,3.81,70.98,4.0,25.0
26.58,5.26,8.66,19.32,1.0,12.19,0.624,10.59,0.0,0.0,5.16,46.84,2.0,42.8
0.24,14.73,5.02,24.04,0.0,57.41,0.36,1.56,5.37,0.0,5.06,63.91,4.0,31.9
14.51,23.99,3.92,8.86,0.0,33.32,0.416,16.61,5.02,1.0,8.94,68.49,4.0,36.4
22.34,7.39,9.69,6.01,1.0,10.78,1.63,13.92,5.1,1.0,7.23,67.79,2.0,47.2
16.92,0.0,8.04,20.4,0.0,0.52,1.408,6.05,1.5,1.0,7.48,69.14,8.0,24.1
20.03,0.0,9.13,8.5,1.0,66.76,0.744,4.49,4.42,0.0,5.56,81.89,2.0,42.5
18.35,0.0,7.46,28.52,0.0,19.13,0.78,5.86,1.67,0.0,7.79,31.69,4.0,30.3
6.37,0.0,9.72,20.08,0.0,19.41,1.308,6.72,5.79,0.0,0.0,64.6,2.0,13.6
52.91,0.0,2.44,33.04,0.0,4.23,0.431,3.58,3.74,0.0,5.89,79.46,4.0,33.4
24.27,12.5,9.07,16.17,1.0,10.87,0.391,3.7,5.4,1.0,6.28,100.0,2.0,32.7
17.48,0.0,7.57,27.34,1.0,44.82,1.015,2.76,5.0,1.0,3.46,52.92,2.0,37.3
22.39,21.24,3.28,19.09,1.0,8.82,1.314,31.51,5.45,0.0,2.88,68.84,2.0,50.8
19.26,3.98,5.82,17.4,0.0,93.53,1.236,5.02,3.93,1.0,4.85,81.79,2.0,35.5
10.08,0.0,8.17,13.33,1.0,0.55,1.694,23.0,4.99,0.0,4.18,66.51,2.0,33.5
9.28,0.0,8.5,17.05,0.0,4.02,2.225,4.57,5.38,1.0,5.35,88.82,8.0,13.8
10.06,0.0,8.98,4.23,0.0,1.76,0.883,4.51,8.0,1.0,7.12,85.23,4.0,18.7
19.3,0.0,6.04,10.99,0.0,9.72,2.474,4.82,5.61,1.0,8.58,93.03,4.0,26.7
25.22,6.47,9.21,12.49,0.0,68.25,2.219,8.74,6.57,0.0,5.33,48.98,8.0,45.0
24.39,0.0,7.22,14.85,0.0,10.03,0.548,10.63,6.61,0.0,3.62,58.88,8.0,22.9
18.19,5.13,6.69,7.83,0.0,4.0,0.518,15.37,4.95,1.0,7.4,37.93,2.0,21.9
15.74,0.0,8.08,8.9,0.0,13.63,0.75,4.98,6.37,0.0,6.25,57.84,4.0,19.3
17.68,0.0,9.8,6.8,1.0,18.38,0.227,11.11,6.02,0.0,7.37,72.47,2.0,26.2
20.08,9.78,7.16,9.92,1.0,11.66,0.753,3.09,1.26,1.0,5.36,89.67,2.0,44.0
16.17,0.0,7.43,7.98,1.0,2.08,0.462,17.14,6.35,0.0,8.42,74.33,2.0,28.0
20.43,8.06,6.77,9.89,0.0,78.61,0.741,2.24,7.3,0.0,5.34,67.31,8.0,29.0
37.69,0.0,10.31,28.22,0.0,16.36,3.357,2.48,5.94,0.0,5.29,49.58,4.0,41.2
27.27,8.91,9.22,15.81,1.0,8.32,0.642,6.35,2.76,0.0,3.59,32.3,2.0,38.5
31.89,0.0,8.78,15.62,0.0,13.63,0.665,8.18,3.14,0.0,2.36,90.92,2.0,23.7
15.93,0.0,8.82,29.76,0.0,13.54,0.521,4.84,3.25,1.0,4.18,80.19,4.0,14.2
32.07,0.0,12.67,20.84,0.0,4.26,1.658,7.2,5.7,1.0,10.0,85.42,2.0,32.8
43.11,2.02,8.39,24.48,0.0,48.66,0.502,6.85,6.8,0.0,7.87,34.68,4.0,25.6
57.9,0.0,7.62,25.32,0.0,14.39,1.171,3.91,0.49,1.0,8.25,55.12,2.0,37.3
28.54,0.0,7.74,26.3,0.0,0.24,1.454,9.34,4.07,0.0,2.79,53.22,8.0,23.0
16.01,23.68,6.39,25.58,0.0,9.79,1.388,8.54,4.96,0.0,4.79,61.84,4.0,31.3
31.56,0.4,1.91,20.27,0.0,2.69,0.859,10.37,5.44,1.0,4.04,81.41,8.0,39.2
27.24,0.0,10.24,25.79,0.0,10.22,0.305,17.25,3.11,1.0,5.79,84.51,8.0,20.0
62.56,0.0,4.58,30.35,1.0,9.76,1.465,20.87,4.9,0.0,1.84,79.41,2.0,62.0
33.09,0.0,6.57,21.06,1.0,30.09,0.54,9.69,5.24,1.0,6.19,53.46,2.0,46.3
12.77,0.0,5.82,10.24,0.0,7.06,1.316,7.09,4.76,1.0,6.29,67.65,8.0,19.6
50.23,0.0,6.02,17.21,0.0,4.59,1.113,10.43,5.63,0.0,3.71,77.15,2.0,24.4
36.52,0.0,7.22,10.9,1.0,9.4,1.203,9.11,4.64,0.0,3.15,45.63,2.0,40.5
0.89,0.0,10.75,31.56,1.0,67.31,1.713,1.73,5.54,0.0,4.68,52.09,2.0,42.8
33.37,8.67,9.54,27.47,0.0,94.36,0.846,1.56,3.35,0.0,6.06,53.88,4.0,34.6
32.85,0.59,11.83,14.58,1.0,10.67,2.574,11.21,4.88,1.0,9.56,73.08,2.0,44.2
62.85,0.0,7.32,17.08,1.0,9.67,1.195,12.39,3.9,1.0,5.6,75.46,2.0,39.5
11.3,0.0,8.22,17.61,0.0,6.83,0.387,1.56,5.17,0.0,6.18,39.89,4.0,20.3
23.18,0.0,9.86,13.07,0.0,72.86,0.721,3.15,4.97,0.0,6.15,35.8,2.0,22.2
18.11,0.0,6.75,24.46,0.0,14.68,0.321,12.8,3.8,0.0,5.71,45.57,4.0,16.8
8.66,15.73,4.92,5.8,1.0,10.86,0.433,6.34,4.2,0.0,6.75,81.41,2.0,34.3
19.92,0.0,7.67,11.11,0.0,2.19,0.968,7.62,4.39,1.0,7.3,52.91,4.0,19.5
39.98,0.0,7.73,17.99,0.0,66.48,1.123,1.38,4.31,1.0,6.94,48.51,8.0,35.0
26.3,0.0,4.08,23.08,0.0,9.34,0.674,10.97,0.65,1.0,8.17,37.46,8.0,37.1
56.96,0.0,9.43,19.3,0.0,0.64,1.61,1.41,7.79,1.0,10.0,82.3,4.0,32.3
6.99,0.0,9.27,16.69,0.0,2.52,2.189,10.9,4.39,1.0,3.92,68.44,4.0,20.1
46.19,3.85,8.75,13.46,0.0,47.83,0.563,19.43,6.22,0.0,5.33,96.62,2.0,24.0
53.84,0.0,4.24,22.53,1.0,17.36,2.006,21.31,1.2,0.0,4.12,15.59,2.0,68.0
17.86,0.0,7.13,32.72,0.0,7.63,0.303,11.49,5.35,1.0,4.83,44.53,4.0,27.7
50.69,8.47,5.03,50.21,1.0,17.23,1.25,1.47,4.55,0.0,6.05,74.32,2.0,54.8
21.8,0.0,7.94,28.02,1.0,7.32,0.457,10.6,1.46,1.0,6.34,100.0,2.0,24.4
